,pred_prob,target
7097,431.54745,0
7154,481.36615,0
7159,469.07883,0
7161,458.2138,0
7169,400.0386,1
7208,499.9788,0
7244,483.94968,0
7273,440.4005,1
7278,429.11273,0
7298,439.70364,1
7303,406.4778,1
7344,434.35034,0
7376,420.51932,1
7423,450.60757,0
7440,461.4996,0
7442,440.3136,0
7456,442.5265,0
7464,449.9434,0
7466,445.48334,1
7470,486.4424,1
7492,400.07327,0
7527,434.03897,0
7542,415.1969,1
7549,441.3912,0
7596,406.76624,0
7647,411.36176,0
7674,490.3814,0
7700,400.76895,0
7719,456.82648,1
7787,406.42386,0
7792,475.4373,0
7798,416.5463,0
7812,472.54163,1
7861,422.8308,0
7869,403.91718,0
7928,487.85022,0
7983,460.29422,0
8017,442.21527,1
8018,425.33405,0
8065,447.30576,0
8083,410.56958,0
8088,477.12607,0
8099,412.55804,0
8100,418.6499,1
8113,407.10718,0
8132,414.07834,1
8148,435.5191,1
8183,497.63257,1
8221,441.0239,0
8248,444.65817,0
8280,431.21854,0
8283,481.7451,1
8285,499.3345,1
8302,483.4061,0
8303,476.1651,0
8311,413.20285,0
8314,460.84012,0
8323,418.63174,0
8329,432.30972,0
8349,479.65204,0
8425,483.75513,0
8479,461.45337,0
8510,450.32538,0
8522,484.7953,1
8535,422.3218,1
8540,454.05225,0
8549,400.21512,0
8568,448.50967,0
8585,438.20615,0
8634,433.58682,1
8648,485.95648,1
8659,408.15344,1
8676,407.84293,0
8682,411.41946,1
8694,465.4468,1
8707,470.88382,0
8709,401.96832,0
8736,445.45566,0
8747,483.79718,1
8780,458.51166,1
8824,463.51935,0
8878,407.75348,1
8895,406.7981,0
8932,463.4121,1
8953,494.18674,0
8955,452.3381,0
