,pred_prob,target
2644,335.74112,0
2651,320.83002,0
2718,305.14972,0
2734,336.02652,1
2740,396.39172,0
2771,316.4215,1
2772,371.02603,0
2803,323.34116,0
2809,376.51624,0
2828,389.17212,0
2834,357.7493,0
2843,340.29184,0
2853,338.7781,0
2867,337.52377,0
2874,317.2169,1
2914,333.28882,0
2931,368.71478,0
2956,395.65012,0
2959,352.7159,1
2969,357.2352,0
2975,385.96094,0
2987,355.96082,0
2994,316.25714,0
2997,385.07135,0
3026,379.70285,0
3034,350.50305,1
3043,337.6165,1
3065,330.86,0
3117,315.4619,0
3122,320.77603,1
3131,386.43353,0
3135,341.0007,1
3141,334.17572,1
3145,300.33148,1
3158,379.17456,0
3164,345.81937,0
3165,372.29602,0
3193,338.39584,1
3224,322.69348,0
3228,355.21262,0
3239,331.35553,0
3244,395.38846,0
3254,349.79355,1
3256,323.21793,0
3258,356.7008,0
3259,370.0703,0
3262,390.5861,0
3274,323.76865,1
3283,324.35483,1
3302,336.35858,0
3330,304.65002,1
3339,380.1309,0
3345,313.79953,0
3380,353.48312,1
3392,374.3916,0
3418,306.71268,0
3419,356.57953,0
3451,316.19037,1
3469,320.7997,0
3495,345.78107,0
3504,361.81793,0
3508,333.73825,0
3513,373.42532,1
3515,330.7089,1
3533,381.00092,0
3540,309.08176,0
3547,354.6102,0
3552,369.86038,1
3556,310.25003,1
3558,309.28232,0
3563,391.71375,0
3567,367.5213,0
3578,361.88687,1
3585,302.2865,1
3603,396.84116,0
3613,302.66806,1
3624,368.5757,1
3654,374.59338,0
3660,312.4478,0
3691,310.78928,0
3719,370.10278,0
3737,302.52896,0
3741,394.63617,1
3755,347.733,1
3758,387.65067,0
3794,305.47253,0
3816,374.5789,0
3827,366.55142,0
3844,372.25214,0
3849,357.22867,1
3867,301.8693,0
3894,334.95938,0
3906,347.1694,1
3918,366.9046,1
3939,327.337,0
3946,369.78662,1
3973,347.94586,1
3976,320.4675,1
3984,334.60425,1
3999,314.3932,0
4007,389.61816,1
4012,305.06177,0
4027,355.86478,1
4048,335.84625,0
4056,341.65375,0
4070,318.3586,0
4096,339.66425,0
4110,303.8223,0
4127,311.32623,0
4131,389.06924,0
4169,318.157,1
4172,391.4235,1
4188,365.2596,0
4203,301.39746,0
4210,373.77087,1
4225,338.0856,1
4235,338.2237,0
4240,384.56732,1
4242,324.94333,0
4248,390.28683,1
4283,319.7887,1
4319,301.5938,0
4332,339.29797,1
4345,305.2365,0
4374,390.94745,1
4401,337.27826,0
4402,303.925,0
4405,367.4862,0
4408,345.03253,0
4430,390.28683,1
4434,364.8319,0
4464,355.81683,1
4466,303.93845,0
4467,369.70142,0
4472,395.2962,1
4484,345.37274,0
4490,373.64404,0
4509,376.65707,0
4510,383.6397,0
4518,324.887,0
4538,385.4591,1
4542,381.80576,0
4547,308.33176,0
4623,325.02145,0
4628,360.35983,0
4638,372.1453,1
4649,326.6734,0
4660,355.55603,1
4665,314.8202,1
4696,389.03668,0
4723,341.94437,1
4776,315.40762,0
4790,358.972,1
4799,323.5975,0
4806,363.8024,1
4828,348.7303,1
4837,316.5577,0
4852,330.05518,1
4871,316.34644,0
4877,338.34262,0
4908,380.5801,0
4920,370.79947,0
4949,347.94278,0
4961,300.88507,0
4965,399.19296,0
4970,378.13046,0
4979,374.05847,1
4986,319.29077,1
5020,369.2219,1
5037,310.9925,1
5045,363.79187,0
5072,394.19473,0
5100,307.6524,0
5107,337.01215,0
5136,301.2104,0
5145,343.08557,0
5157,354.84222,0
5171,301.43445,0
5176,342.21573,0
5223,306.3498,1
5267,334.87695,1
5287,342.1202,1
5316,326.97867,0
5329,371.9632,0
5330,336.6731,0
5332,324.11877,0
5385,304.69415,1
5399,305.02155,1
5403,361.26074,1
5414,306.5359,1
5418,388.29236,1
5420,300.02026,1
5438,395.36627,1
5453,313.47787,1
5460,328.24738,0
5469,336.51483,1
5475,335.84625,0
5548,332.0531,1
5549,361.9686,1
5573,370.96796,1
5581,384.09793,0
5601,341.82565,0
5606,300.18515,0
5608,333.5545,0
5615,326.30963,0
5624,358.05954,1
5662,373.31686,0
5689,354.01492,0
5697,337.35526,1
5700,398.7874,0
5726,380.75595,0
5727,318.34326,0
5730,304.42532,0
5789,350.38058,0
5798,308.00128,1
5814,306.53445,0
5855,376.00446,0
5865,370.15967,1
5873,399.79028,0
5887,316.25702,0
5909,330.9119,0
5922,306.15256,0
5923,389.71307,1
5924,321.9998,0
5998,309.1862,0
6000,347.13165,0
6014,318.54712,1
6044,325.5097,1
6050,326.2533,0
6059,338.23096,0
6094,389.92728,0
6113,301.48257,1
6136,375.74255,0
6162,366.71884,0
6171,376.65625,1
6219,327.47452,0
6239,332.71295,1
6270,323.57156,0
6281,334.00662,0
6284,347.01807,0
6306,380.28143,1
6307,329.336,0
6309,369.4148,0
6324,350.54666,0
6328,336.44522,1
6341,310.80908,1
6354,338.3659,0
6359,390.0725,0
6360,350.54056,0
6372,384.49115,0
6376,303.89542,0
6469,395.63412,0
6473,348.76746,1
6477,337.38104,0
6481,383.36902,1
6503,357.0386,1
6512,350.59497,0
6516,396.82254,1
6525,347.9825,0
6526,388.01,0
6533,321.2802,1
6554,370.24982,0
6556,374.58105,1
6559,383.39252,0
6575,334.1119,0
6582,332.89838,0
6597,352.54318,0
6648,311.2197,0
6655,362.73816,1
6657,319.42017,0
6686,391.9033,1
6687,399.7905,0
6692,350.87628,0
6703,343.4534,0
6707,319.05304,0
6733,361.1616,0
6735,359.11932,0
6743,397.9365,1
6752,353.79147,1
6769,335.32877,1
6779,309.70227,0
6799,306.0664,0
6806,344.85724,1
6840,340.39044,0
6843,310.77893,0
6865,360.13242,0
6885,388.86417,0
6886,344.7717,0
6915,304.5182,0
6921,322.9171,0
6938,323.6583,0
6943,335.58643,0
6965,314.9494,1
6982,363.3526,0
6984,315.89822,0
6990,317.9813,0
6995,317.81863,0
7004,361.33728,0
7104,337.3345,1
7106,351.29852,0
7117,321.85928,0
7119,339.91617,0
7150,329.76874,0
7177,345.46515,0
7180,315.98148,0
7211,368.49277,0
7215,369.61572,0
7253,380.59225,1
7272,385.71484,1
7310,333.92337,0
7352,313.68018,1
7397,357.12866,0
7412,312.2933,1
7414,314.88617,0
7418,331.63217,1
7426,372.05228,1
7429,379.01917,0
7482,366.66965,0
7500,344.2707,1
7503,368.5908,0
7574,324.48184,0
7581,353.48233,0
7589,351.6189,0
7594,382.59927,1
7608,363.88242,1
7622,302.1831,0
7624,344.05078,0
7627,310.1325,1
7641,333.64343,1
7676,339.51178,1
7677,331.60916,0
7692,331.4858,0
7729,383.47314,0
7741,365.7224,1
7747,363.45245,0
7797,306.32574,1
7799,332.3859,0
7845,387.19638,1
7853,379.2369,1
7866,366.535,0
7868,387.02075,1
7889,325.29962,0
7893,340.8964,1
7911,334.59143,1
7935,302.11038,0
7951,361.37112,0
7965,323.3868,1
7977,312.65787,0
7991,300.86697,0
8033,385.3179,0
8064,318.23993,0
8066,304.3658,0
8069,327.20465,0
8094,309.14792,0
8109,361.973,0
8112,339.58533,0
8120,383.00668,1
8151,339.9174,0
8156,345.9192,0
8176,321.75647,0
8179,371.92584,0
8229,380.8746,0
8235,369.18936,0
8238,386.20224,0
8274,342.65167,1
8322,351.9683,0
8347,375.92825,1
8352,391.37283,0
8364,329.60568,0
8381,390.47812,1
8384,338.48035,0
8412,343.23987,0
8437,356.31018,0
8441,329.86234,0
8450,344.11896,0
8467,358.4643,0
8471,319.28357,0
8502,384.12006,0
8517,353.75275,0
8527,353.47333,1
8530,370.0751,0
8547,355.11737,0
8599,307.4492,0
8601,317.94775,0
8607,338.72476,0
8633,335.0675,0
8635,364.013,0
8642,339.14386,1
8669,336.33554,0
8685,356.53943,0
8703,322.09412,0
8715,319.55307,1
8727,358.6522,0
8753,372.31207,0
8756,357.5062,0
8772,300.81625,0
8799,367.74258,1
8803,321.46368,0
8848,343.18393,1
8869,333.6416,0
8870,394.37994,1
8876,376.81464,1
8880,358.36044,0
8911,338.48874,1
8912,313.32834,0
8935,315.5372,1
8948,314.9678,0
8949,321.95743,0
8985,393.38416,0
8988,310.57407,1
8993,391.4203,1
8999,320.82047,0
