,pred_prob,target
5180,531.39264,1
5187,504.3745,1
5196,529.93787,0
5197,558.18146,0
5212,525.15173,0
5213,538.39685,0
5255,585.2199,1
5265,512.6557,1
5295,551.4605,1
5298,547.99854,1
5304,575.3957,1
5363,509.69196,0
5400,518.89264,1
5441,503.21567,1
5490,577.65497,1
5533,522.8297,0
5576,553.47437,0
5595,526.71936,1
5630,547.4927,1
5708,588.0818,1
5772,577.56885,0
5900,557.55426,0
5917,506.0283,1
5955,535.6897,0
6010,558.7091,1
6039,500.80164,1
6041,523.72736,0
6061,576.69867,0
6085,558.22235,0
6088,545.21356,1
6145,581.2885,0
6149,561.48,0
6173,571.4875,1
6174,561.0787,1
6177,588.13513,1
6234,525.11304,0
6287,529.43634,0
6293,519.1672,1
6312,559.8281,1
6350,530.68506,0
6368,538.19366,1
6391,536.34436,1
6423,548.2898,1
6458,588.6053,0
6464,530.23126,1
6493,593.39526,1
6577,571.09045,1
6592,596.3887,0
6594,599.21515,1
6644,573.0238,1
6662,584.06433,0
6666,512.8922,1
6667,568.51166,1
6774,517.421,1
6785,571.4767,0
6852,503.2301,0
6863,553.81757,1
6873,558.7081,1
6894,563.31995,1
6916,532.2823,0
6929,577.74,0
6935,576.8222,0
6972,502.25455,1
6978,529.7266,0
7050,520.7113,1
7062,574.0769,1
7114,561.38916,1
7184,533.6607,0
7201,587.9875,1
7230,574.1651,0
7235,570.41925,1
7240,556.5337,0
7252,515.2484,0
7271,547.20526,0
7304,591.80383,1
7368,509.5063,0
7421,507.55972,1
7472,550.66205,1
7481,585.30554,1
7489,593.9956,0
7490,506.17212,0
7491,527.6382,0
7521,549.77826,0
7552,589.99274,1
7686,533.3592,0
7717,548.89844,0
7810,532.9367,0
7835,557.7899,0
7846,501.05243,0
7876,532.30005,1
7899,555.9173,0
7980,505.88382,0
8025,520.6532,1
8058,581.25635,0
8121,504.62436,1
8123,557.8926,1
8231,548.66815,1
8346,526.5903,1
8407,570.8309,1
8438,534.9989,0
8503,569.3944,1
8538,529.6004,0
8542,506.2616,1
8561,580.4578,1
8641,536.8428,1
8647,548.4496,0
8671,520.6475,0
8733,534.07275,0
8752,514.7576,1
8757,515.0937,1
8763,542.6778,0
8782,588.62714,0
8808,576.778,0
8820,524.8355,0
8843,572.3809,0
8873,557.7904,0
8887,536.572,1
8888,555.8233,1
8903,512.7124,0
8951,592.5763,0
8975,550.20087,0
