,pred_prob,target
1780,81.10814,0
1782,61.700413,0
1783,92.21532,1
1786,79.04761,0
1787,27.987059,0
1788,76.95332,0
1789,52.205357,0
1790,39.265583,0
1793,63.44732,0
1796,98.567635,0
1800,31.256641,0
1801,59.797817,0
1803,46.818787,0
1804,96.42554,0
1808,94.73046,0
1809,58.57663,0
1815,76.55822,0
1818,44.91668,0
1824,29.923061,0
1828,51.009727,0
1831,71.86355,0
1832,58.431843,0
1835,67.90045,0
1838,59.222885,0
1844,94.521545,0
1845,99.83543,0
1847,75.97688,0
1854,49.423557,1
1855,74.67661,0
1862,54.541134,0
1866,75.009056,0
1877,70.114105,0
1881,74.40668,0
1886,55.471157,1
1887,29.32751,0
1888,71.09845,0
1889,55.37927,0
1890,13.596641,0
1894,75.831924,0
1898,49.126694,0
1902,41.107803,0
1904,38.26386,0
1908,61.04299,0
1909,86.76389,1
1911,50.816845,1
1912,72.95637,0
1913,96.66252,0
1914,85.020386,0
1915,44.731945,1
1916,91.95413,0
1917,63.650764,0
1919,78.982185,0
1920,59.256874,0
1922,92.394424,0
1927,35.9818,0
1930,41.178474,0
1931,50.367054,0
1935,39.79127,0
1937,71.04965,0
1938,42.177498,0
1939,44.951546,0
1946,25.570988,0
1948,84.06346,0
1954,73.61803,0
1956,80.48687,0
1957,57.67246,0
1958,32.62865,0
1959,84.90249,1
1961,74.629,0
1962,14.170721,0
1969,52.760506,0
1970,91.898315,1
1971,8.141488,0
1972,71.52051,0
1980,53.995735,0
1986,40.314774,0
1995,32.868786,0
1997,21.898865,0
1998,26.821606,0
2002,85.30219,0
2006,72.99803,0
2007,93.33933,0
2008,85.59423,0
2011,98.94929,0
2012,85.6773,0
2015,68.46753,0
2018,85.24731,0
2019,49.646755,0
2021,83.20822,0
2024,18.973154,0
2026,95.96392,0
2028,75.814705,0
2032,85.94997,0
2033,61.4131,0
2038,22.396152,0
2049,66.284294,0
2050,36.063374,0
2051,71.478645,0
2052,50.59935,0
2054,98.95845,0
2070,43.65935,0
2071,68.03027,0
2072,46.39003,0
2075,46.547245,0
2078,15.003807,0
2079,50.0111,0
2083,68.82064,0
2086,40.2512,0
2091,54.048775,0
2092,45.21591,0
2101,89.13036,0
2102,50.344776,0
2103,83.65421,0
2105,70.14608,0
2112,40.130875,0
2113,63.63187,0
2116,84.04569,0
2118,17.209631,0
2121,60.73322,0
2122,78.13001,0
2123,76.66577,0
2133,41.920067,0
2138,77.25055,0
2140,75.421,0
2143,48.357235,0
2145,55.5573,0
2148,86.41162,0
2157,67.72538,0
2163,47.451054,0
2166,59.616207,0
2170,77.99524,1
2171,19.737589,0
2174,43.977123,0
2176,48.5562,1
2177,24.54066,0
2179,54.27097,0
2181,6.5444374,0
2184,71.3149,0
2188,69.28277,0
2193,7.6530294,0
2194,81.47214,0
2199,57.702595,0
2200,65.20504,1
2207,78.20373,0
2210,66.36219,0
2213,93.24747,0
2214,90.11412,0
2216,44.387043,0
2221,92.11047,0
2224,52.01875,0
2226,77.23955,0
2227,51.454388,0
2228,60.42186,1
2235,16.698158,0
2239,87.51731,0
2244,35.237503,0
2247,89.40146,0
2248,33.058422,0
2251,53.204212,0
2265,93.39666,0
2272,95.46274,0
2274,95.95058,0
2276,15.0380945,0
2277,28.286596,0
2279,74.594215,0
2280,96.20379,0
2282,62.89272,0
2283,51.661503,0
2286,73.09557,0
2287,98.17944,0
2288,52.40337,0
2289,77.386246,0
2296,91.859344,0
2301,72.04472,0
2303,41.960644,0
2305,51.09701,0
2311,73.693405,0
2318,95.24225,0
2321,39.456005,0
2322,43.50595,0
2323,74.79571,0
2327,59.368652,0
2332,25.92137,0
2341,83.64592,1
2345,50.472176,0
2346,79.50706,0
2349,80.79465,0
2353,42.3805,0
2355,69.88817,0
2357,94.62575,0
2358,97.37583,0
2370,55.954517,0
2377,61.73701,0
2380,67.12775,0
2381,53.39911,0
2386,91.75054,0
2391,80.37396,0
2392,86.91732,0
2393,86.06228,0
2395,84.30958,0
2396,17.738651,0
2398,55.343937,0
2403,17.44676,0
2405,61.736393,0
2407,99.878525,0
2408,94.875496,0
2413,47.190258,0
2414,40.33382,0
2419,53.39142,0
2421,98.05899,0
2423,35.676525,0
2428,54.470604,0
2429,19.917164,0
2431,48.143497,0
2432,71.783005,0
2437,60.350567,0
2439,83.848305,0
2443,19.41195,0
2448,64.99859,0
2450,29.864635,0
2451,50.421158,0
2454,58.227737,0
2455,59.183468,1
2457,40.039375,0
2459,49.182682,0
2462,70.13302,0
2467,17.061335,0
2472,81.23902,0
2473,41.644966,0
2474,70.04023,0
2476,84.69294,0
2479,98.03557,0
2485,19.794739,0
2486,28.5763,1
2487,19.429043,0
2489,83.4813,0
2490,79.98349,0
2495,76.10495,0
2496,79.385,0
2497,83.33245,0
2500,52.997997,0
2501,96.822296,1
2502,66.42321,0
2505,43.223457,0
2508,42.076694,0
2510,39.679028,0
2513,73.08247,0
2514,22.190321,1
2515,94.94414,0
2516,40.18632,0
2521,95.34021,0
2523,41.92387,0
2526,71.401794,0
2530,70.17345,0
2535,34.143517,0
2536,59.261456,0
2537,66.279686,0
2542,6.08019,0
2545,24.007103,0
2547,76.12468,1
2548,87.29602,0
2550,70.318504,0
2551,93.40244,0
2552,76.03568,0
2554,71.803406,0
2555,44.951935,0
2557,55.736645,0
2560,69.385895,0
2562,78.82591,0
2563,60.720474,0
2574,45.568386,0
2577,29.248129,0
2578,31.838175,0
2579,58.359127,0
2581,97.000496,0
2585,68.37323,0
2586,98.168564,1
2587,62.83349,0
2589,82.3783,0
2591,58.53521,0
2593,43.82706,0
2596,87.4052,0
2602,71.89389,0
2604,13.519373,0
2606,73.80042,0
2613,27.686632,0
2614,64.43853,0
2616,28.730814,0
2617,77.26168,0
2621,92.827805,0
2623,8.591531,0
2625,73.5161,0
2627,59.07889,1
2630,84.81353,0
2631,89.269646,1
2632,83.7259,0
2641,78.66527,0
2642,22.570826,0
2649,17.93579,0
2650,57.753365,0
2652,35.556023,0
2653,94.98692,0
2656,35.08326,0
2660,69.263306,1
2662,46.532707,0
2666,54.384247,0
2670,34.262054,0
2671,49.349937,0
2681,99.58385,0
2686,84.13595,0
2690,96.48783,0
2691,33.30431,0
2695,6.7036,0
2697,39.69062,0
2701,20.356089,0
2706,27.156265,1
2711,33.996845,0
2712,44.41127,0
2715,38.443455,0
2716,52.703117,0
2717,41.89291,0
2720,60.869183,0
2722,91.58214,0
2723,70.41423,0
2724,61.72794,0
2725,86.34511,1
2729,68.550644,0
2738,40.662483,0
2739,38.594883,0
2742,76.16325,0
2745,54.534912,0
2748,63.79898,0
2751,59.039024,0
2753,54.358295,0
2754,58.619106,0
2759,61.55467,0
2760,99.53302,0
2762,76.93281,0
2767,34.295242,0
2769,51.198475,0
2770,80.16902,0
2774,59.199215,0
2782,69.86577,0
2783,52.197594,0
2784,34.939396,0
2785,9.203729,0
2786,71.43563,0
2790,87.42961,0
2793,23.177885,0
2796,63.33717,1
2797,38.567173,0
2799,92.3002,0
2801,45.063873,0
2802,18.540407,0
2804,51.825523,0
2805,26.402214,0
2807,40.386105,0
2811,60.914013,0
2816,76.16118,0
2818,70.75949,0
2820,67.82955,0
2821,34.7512,0
2823,44.06109,0
2825,26.619503,0
2826,96.07126,0
2829,70.64658,0
2830,82.965034,0
2831,21.255772,0
2836,19.504593,0
2838,27.35967,0
2840,90.01928,0
2846,87.778725,0
2850,75.42702,0
2851,20.038692,0
2857,49.652546,0
2860,41.880726,1
2862,42.907738,0
2865,39.352005,1
2866,99.66796,0
2870,43.926476,0
2871,75.31404,0
2872,28.776302,1
2877,73.960045,0
2878,30.445263,1
2880,64.75374,0
2881,86.23401,0
2886,52.7502,0
2887,81.0394,0
2889,21.714014,0
2892,73.96703,0
2894,57.10549,0
2895,68.19236,0
2898,99.209724,1
2902,88.26611,0
2904,66.49563,0
2907,99.28316,0
2908,49.334553,0
2909,99.69783,0
2911,43.986668,0
2915,65.49313,0
2922,16.219107,0
2928,22.060247,1
2930,51.348946,0
2936,99.471214,0
2942,48.702976,0
2949,96.429756,0
2952,16.740456,0
2957,86.28298,0
2974,62.63654,1
2977,55.85019,0
2978,18.126804,0
2980,84.48955,0
2983,92.86319,0
2984,28.792953,0
2986,99.63649,0
2989,48.980507,0
2990,54.472828,0
2992,93.00721,0
2993,70.617035,0
2999,78.50812,0
3005,77.24409,1
3008,65.38835,0
3012,65.247086,0
3016,68.27561,0
3017,41.57176,0
3018,69.54517,0
3019,54.036407,0
3020,78.89679,0
3023,57.55888,0
3025,50.167126,0
3031,33.518925,0
3032,12.807798,0
3036,81.60668,0
3039,47.368946,1
3041,82.08308,0
3044,68.74416,0
3047,84.245544,0
3049,44.871254,0
3055,20.751793,0
3058,60.60339,0
3062,29.20736,0
3067,97.00056,0
3068,17.769783,0
3075,76.25875,0
3078,83.18223,0
3079,61.56699,0
3083,37.539272,0
3084,98.46943,0
3086,86.2471,0
3087,60.701996,0
3089,36.70943,0
3090,60.72545,0
3092,85.220474,0
3094,86.378136,0
3095,49.55257,0
3100,53.662205,0
3101,64.00882,0
3104,82.71104,0
3107,97.8048,0
3108,79.40767,0
3109,62.37227,0
3111,86.87082,0
3123,62.775978,0
3124,88.15355,0
3129,23.405592,0
3130,91.84681,0
3132,66.05435,0
3134,72.86842,0
3136,24.882282,0
3137,30.891525,0
3138,78.605835,0
3139,47.76641,0
3146,85.61281,0
3147,84.03535,0
3152,80.568855,0
3153,47.944344,0
3161,64.50053,0
3163,18.077719,0
3168,47.22984,0
3173,78.76548,0
3177,35.25052,0
3178,99.551254,0
3181,81.69659,1
3187,12.469767,0
3191,53.79973,1
3194,74.28705,0
3196,92.03474,0
3197,98.0676,0
3198,88.71078,0
3199,24.984507,0
3204,56.33557,0
3206,76.177345,0
3210,43.583595,0
3211,64.17768,0
3215,71.2992,0
3217,82.919556,0
3220,88.94432,0
3221,84.47737,1
3223,82.16355,0
3225,33.678646,0
3227,32.61479,0
3231,15.130608,0
3233,27.901041,0
3235,50.256794,0
3238,65.45114,0
3245,98.26225,0
3246,49.145092,1
3247,14.60212,0
3248,85.47936,0
3255,42.782467,0
3257,88.787476,0
3265,21.242588,0
3268,52.07764,1
3270,62.364708,1
3275,59.914932,0
3276,65.08331,1
3279,72.01535,0
3281,58.303177,0
3282,22.593576,0
3284,50.169785,0
3287,75.902016,0
3289,67.55351,0
3295,80.60291,0
3297,37.389935,0
3299,98.39453,0
3301,33.58542,0
3303,12.065227,0
3308,26.447664,0
3310,73.2294,0
3318,45.34806,0
3322,47.44274,0
3325,83.6815,0
3328,65.639145,0
3333,20.740456,0
3334,86.96119,0
3336,58.38973,0
3342,93.62407,0
3343,81.205536,0
3347,15.41863,0
3351,23.231531,0
3353,90.20591,0
3355,45.99273,0
3361,20.895779,0
3364,58.65034,0
3366,63.374294,1
3368,37.838547,0
3369,71.765434,0
3370,42.46493,0
3371,59.65943,0
3372,59.65668,0
3373,30.93403,0
3374,92.0272,0
3375,39.33224,0
3377,70.57259,0
3378,44.59347,0
3379,39.051003,0
3386,70.84696,0
3387,34.261185,0
3389,14.281692,0
3390,39.247772,0
3398,25.383707,1
3400,69.73709,0
3401,73.50219,0
3402,57.949005,0
3406,41.178795,0
3408,30.406994,0
3409,82.17453,0
3410,60.19156,1
3411,86.48164,0
3414,20.09648,0
3416,46.32465,1
3426,98.26305,0
3432,48.583782,0
3441,61.900684,0
3443,76.80531,0
3445,85.84412,0
3449,49.039825,0
3455,61.540657,0
3456,91.50588,0
3458,98.7749,0
3460,63.36797,1
3461,55.731415,0
3465,67.676155,0
3466,76.66792,0
3467,99.83775,0
3468,50.545303,0
3470,78.64748,0
3474,11.46765,0
3478,85.397545,0
3479,49.84219,0
3480,47.9739,0
3482,24.65666,0
3486,76.524765,0
3487,75.06603,0
3499,58.452286,0
3500,11.094247,0
3510,43.15702,0
3514,51.861244,0
3518,56.978718,1
3521,53.182735,0
3528,93.7888,0
3529,55.794575,0
3534,92.37871,0
3535,89.1083,0
3538,27.092342,0
3539,86.73394,0
3542,40.552322,0
3548,64.16746,0
3549,52.187363,0
3553,12.054245,0
3557,66.28637,0
3559,79.12354,0
3560,88.62554,0
3562,35.935154,0
3568,68.51007,0
3571,78.108604,0
3574,86.86687,0
3576,23.29583,1
3577,70.23667,0
3583,68.267784,0
3589,67.72603,0
3590,35.32709,1
3592,74.38324,0
3595,86.5238,0
3600,69.260895,0
3607,86.408005,0
3608,94.16532,1
3610,44.39695,0
3611,78.51407,0
3615,82.131355,0
3616,68.205124,0
3617,99.49576,0
3619,48.068867,0
3620,51.06166,0
3625,76.56622,0
3627,95.314835,0
3633,28.393406,0
3634,90.10846,1
3639,76.22693,0
3640,68.16457,1
3641,37.206055,0
3645,79.48597,0
3647,93.88271,0
3651,65.269775,0
3655,59.2377,0
3657,8.258778,0
3659,47.98232,1
3675,92.502174,0
3677,66.07135,0
3682,92.08463,0
3685,91.07036,0
3686,88.819595,1
3690,80.842865,0
3692,38.309727,0
3695,20.209736,0
3698,67.23506,0
3701,69.866974,1
3705,72.8409,0
3706,85.42715,0
3711,96.98022,0
3712,85.91884,0
3717,27.466946,0
3720,21.525259,0
3721,26.009727,0
3723,98.83102,1
3730,47.32055,0
3731,77.35549,0
3736,27.312202,0
3738,84.08885,0
3743,98.82335,0
3745,23.202274,0
3747,47.88248,0
3749,75.76164,0
3752,68.03011,0
3754,80.863655,0
3762,50.24746,0
3764,32.29524,0
3765,33.99229,0
3766,81.54573,0
3774,71.01625,0
3776,96.0601,0
3778,34.327568,0
3785,66.13266,0
3792,50.371273,0
3800,41.668987,1
3802,34.475193,0
3808,73.23801,0
3811,69.998405,0
3813,26.873951,0
3815,42.663433,0
3818,56.37588,0
3822,64.580124,0
3830,58.623062,0
3832,98.239174,0
3836,72.64437,1
3837,38.38813,0
3838,71.25222,0
3839,56.18962,0
3841,46.54483,0
3843,49.04504,0
3846,78.01157,0
3848,67.68603,0
3851,93.31477,1
3853,64.334435,0
3854,66.14018,0
3855,78.16919,0
3856,80.71875,0
3857,72.889145,1
3859,19.753641,0
3862,52.626213,1
3864,27.195164,0
3865,30.010635,0
3866,25.259314,0
3871,57.827847,0
3874,70.13365,0
3875,73.965546,0
3876,99.79143,0
3879,58.18203,0
3882,74.15615,0
3887,69.761734,0
3889,78.388794,1
3892,70.16357,0
3898,64.36149,0
3901,66.22017,0
3904,94.68982,0
3907,63.892128,0
3908,38.156933,0
3909,98.383545,0
3911,50.452457,0
3916,62.018585,0
3920,36.23791,0
3922,98.89779,0
3924,81.03201,0
3929,90.060905,0
3930,62.946796,0
3945,98.47066,0
3948,75.003845,0
3952,54.701756,0
3954,50.104023,0
3955,86.28623,0
3962,98.097084,0
3965,45.710987,0
3966,38.175377,1
3968,56.462437,0
3971,32.585556,0
3977,37.171055,0
3978,70.33883,0
3986,35.476753,0
3990,45.651245,1
3992,48.64491,0
3997,47.48751,1
4005,51.393127,1
4010,24.369171,0
4011,30.33563,0
4013,45.87056,0
4014,58.729263,0
4015,56.54769,0
4019,20.594604,0
4026,33.027912,0
4030,75.432014,0
4034,77.8881,0
4036,67.845055,0
4037,88.38104,0
4040,79.28402,0
4044,90.212234,0
4045,91.31883,0
4046,89.28673,0
4050,87.60175,0
4051,89.19642,0
4054,76.75631,1
4057,55.681236,0
4060,63.447998,0
4072,46.273663,0
4075,15.888078,0
4077,62.684097,0
4081,98.83301,1
4083,40.68765,0
4085,79.979034,0
4089,77.37957,0
4090,90.20526,0
4091,54.94119,0
4094,70.22179,0
4101,75.54982,0
4102,68.25085,0
4103,86.47509,0
4104,91.95995,0
4106,22.697735,0
4108,72.58772,0
4109,99.17963,0
4111,50.222687,0
4112,12.31511,0
4117,34.4874,0
4118,96.793655,0
4122,60.906796,0
4132,77.522415,0
4133,87.081184,0
4135,38.040546,1
4139,69.17634,0
4140,53.741795,0
4141,56.300232,0
4143,49.36876,0
4149,86.76933,0
4153,76.76703,0
4164,42.828682,0
4165,86.26883,0
4166,51.91745,0
4167,35.806374,0
4171,13.148263,0
4174,18.185759,0
4186,59.73342,0
4187,45.758114,0
4189,79.437065,0
4193,98.937065,1
4197,14.755188,0
4207,37.63935,0
4208,82.24243,1
4211,80.00821,0
4217,85.690636,0
4221,58.617188,0
4223,81.76444,0
4231,89.31503,0
4232,88.95524,0
4234,93.053696,0
4236,90.08654,0
4247,89.515465,0
4251,95.952515,0
4255,54.63158,0
4259,36.25573,0
4261,26.873077,0
4264,72.46822,0
4265,85.94788,0
4269,78.41891,0
